year,lat,lon,sst_anomaly
2015,-20.0,-155,0.355
2015,-20.0,-150,0.38
2015,-20.0,-145,0.492
2015,-20.0,-140,0.597
2015,-20.0,-135,0.369
2015,-20.0,-130,0.371
2015,-20.0,-125,0.495
2015,-20.0,-120,0.525
2015,-20.0,-115,0.288
2015,-20.0,-110,0.698
2015,-20.0,-105,0.343
2015,-20.0,-100,0.584
2015,-20.0,-95,0.507
2015,-20.0,-90,0.53
2015,-20.0,-85,0.346
2015,-20.0,-80,0.181
2015,-20.0,-75,0.436
2015,-20.0,-70,0.437
2015,-20.0,-65,0.296
2015,-20.0,-60,0.577
2015,-20.0,-35,0.332
2015,-20.0,-30,0.624
2015,-20.0,-25,0.776
2015,-20.0,-20,0.276
2015,-20.0,55,0.423
2015,-20.0,60,0.244
2015,-20.0,65,0.409
2015,-20.0,70,0.449
2015,-20.0,75,0.373
2015,-20.0,80,0.205
2015,-20.0,85,0.269
2015,-20.0,90,0.433
2015,-20.0,95,0.579
2015,-20.0,100,0.692
2015,-20.0,105,0.412
2015,-20.0,110,0.332
2015,-20.0,115,0.383
2015,-20.0,120,0.282
2015,-20.0,125,0.557
2015,-20.0,130,0.76
2015,-20.0,135,0.335
2015,-20.0,140,0.26
2015,-20.0,145,0.59
2015,-20.0,150,0.487
2015,-20.0,155,0.49
2015,-20.0,160,0.678
2015,-20.0,165,0.234
2015,-20.0,170,0.23
2015,-20.0,175,0.415
2015,-20.0,180,0.449
2015,-17.5,-180,0.459
2015,-17.5,-175,0.882
2015,-17.5,-170,0.466
2015,-17.5,-165,0.43
2015,-17.5,-160,0.531
2015,-17.5,-155,0.658
2015,-17.5,-150,0.404
2015,-17.5,-145,0.49
2015,-17.5,-140,0.662
2015,-17.5,-135,0.671
2015,-17.5,-130,0.545
2015,-17.5,-125,0.875
2015,-17.5,-120,0.81
2015,-17.5,-115,0.302
2015,-17.5,-110,0.259
2015,-17.5,-105,0.632
2015,-17.5,-100,0.717
2015,-17.5,-95,0.479
2015,-17.5,-90,0.437
2015,-17.5,-85,0.389
2015,-17.5,-80,0.337
2015,-17.5,-75,0.683
2015,-17.5,-70,0.455
2015,-17.5,-65,0.558
2015,-17.5,-60,0.239
2015,-17.5,-35,0.513
2015,-17.5,-30,0.445
2015,-17.5,-25,0.077
2015,-17.5,-20,0.413
2015,-17.5,55,0.619
2015,-17.5,60,0.488
2015,-17.5,65,0.479
2015,-17.5,70,0.517
2015,-17.5,75,0.524
2015,-17.5,80,0.617
2015,-17.5,85,0.617
2015,-17.5,90,0.726
2015,-17.5,95,0.538
2015,-17.5,100,0.263
2015,-17.5,105,0.641
2015,-17.5,110,0.715
2015,-17.5,115,0.882
2015,-17.5,120,0.73
2015,-17.5,125,0.439
2015,-17.5,130,0.541
2015,-17.5,135,0.472
2015,-17.5,140,0.452
2015,-17.5,145,0.495
2015,-17.5,150,0.705
2015,-17.5,155,0.274
2015,-17.5,160,0.362
2015,-17.5,165,0.695
2015,-17.5,170,0.731
2015,-17.5,175,0.414
2015,-17.5,180,0.76
2015,-15.0,-180,0.732
2015,-15.0,-175,0.546
2015,-15.0,-170,0.22
2015,-15.0,-165,0.336
2015,-15.0,-160,0.487
2015,-15.0,-155,0.7
2015,-15.0,-150,0.7
2015,-15.0,-145,0.516
2015,-15.0,-140,0.551
2015,-15.0,-135,0.581
2015,-15.0,-130,0.553
2015,-15.0,-125,0.61
2015,-15.0,-120,0.581
2015,-15.0,-115,0.335
2015,-15.0,-110,0.555
2015,-15.0,-105,0.582
2015,-15.0,-100,0.734
2015,-15.0,-95,0.461
2015,-15.0,-90,0.616
2015,-15.0,-85,0.67
2015,-15.0,-80,0.563
2015,-15.0,-75,0.322
2015,-15.0,-70,0.737
2015,-15.0,-65,0.698
2015,-15.0,-60,0.62
2015,-15.0,-35,0.419
2015,-15.0,-30,0.787
2015,-15.0,-25,0.755
2015,-15.0,-20,0.414
2015,-15.0,55,0.65
2015,-15.0,60,0.446
2015,-15.0,65,0.412
2015,-15.0,70,0.393
2015,-15.0,75,0.523
2015,-15.0,80,0.895
2015,-15.0,85,0.525
2015,-15.0,90,0.64
2015,-15.0,95,0.669
2015,-15.0,100,0.422
2015,-15.0,105,0.52
2015,-15.0,110,0.679
2015,-15.0,115,0.65
2015,-15.0,120,0.287
2015,-15.0,125,0.675
2015,-15.0,130,0.503
2015,-15.0,135,0.507
2015,-15.0,140,0.646
2015,-15.0,145,0.814
2015,-15.0,150,0.556
2015,-15.0,155,0.763
2015,-15.0,160,0.37
2015,-15.0,165,0.605
2015,-15.0,170,0.505
2015,-15.0,175,0.628
2015,-15.0,180,0.541
2015,-12.5,-180,0.458
2015,-12.5,-175,0.526
2015,-12.5,-170,0.412
2015,-12.5,-165,0.463
2015,-12.5,-160,0.731
2015,-12.5,-155,0.621
2015,-12.5,-150,0.694
2015,-12.5,-145,0.931
2015,-12.5,-140,0.615
2015,-12.5,-135,0.754
2015,-12.5,-130,0.663
2015,-12.5,-125,1.073
2015,-12.5,-120,0.206
2015,-12.5,-115,0.551
2015,-12.5,-110,0.757
2015,-12.5,-105,0.546
2015,-12.5,-100,0.744
2015,-12.5,-95,0.65
2015,-12.5,-90,0.789
2015,-12.5,-85,0.489
2015,-12.5,-80,0.685
2015,-12.5,-75,0.729
2015,-12.5,-70,0.679
2015,-12.5,-65,0.681
2015,-12.5,-60,0.839
2015,-12.5,-35,0.533
2015,-12.5,-30,0.288
2015,-12.5,-25,0.776
2015,-12.5,-20,0.619
2015,-12.5,55,1.039
2015,-12.5,60,0.976
2015,-12.5,65,1.071
2015,-12.5,70,0.827
2015,-12.5,75,0.899
2015,-12.5,80,0.759
2015,-12.5,85,0.582
2015,-12.5,90,0.772
2015,-12.5,95,0.69
2015,-12.5,100,0.592
2015,-12.5,105,0.612
2015,-12.5,110,0.659
2015,-12.5,115,0.626
2015,-12.5,120,0.768
2015,-12.5,125,0.603
2015,-12.5,130,0.573
2015,-12.5,135,0.795
2015,-12.5,140,0.596
2015,-12.5,145,0.578
2015,-12.5,150,0.286
2015,-12.5,155,0.503
2015,-12.5,160,0.533
2015,-12.5,165,0.578
2015,-12.5,170,0.551
2015,-12.5,175,0.806
2015,-12.5,180,0.543
2015,-10.0,-180,0.627
2015,-10.0,-175,0.755
2015,-10.0,-170,0.567
2015,-10.0,-165,0.967
2015,-10.0,-160,0.852
2015,-10.0,-155,0.557
2015,-10.0,-150,0.884
2015,-10.0,-145,0.915
2015,-10.0,-140,0.561
2015,-10.0,-135,0.557
2015,-10.0,-130,0.641
2015,-10.0,-125,0.52
2015,-10.0,-120,0.615
2015,-10.0,-115,0.672
2015,-10.0,-110,0.808
2015,-10.0,-105,0.744
2015,-10.0,-100,0.71
2015,-10.0,-95,0.66
2015,-10.0,-90,0.536
2015,-10.0,-85,0.821
2015,-10.0,-80,0.818
2015,-10.0,-75,0.64
2015,-10.0,-70,0.567
2015,-10.0,-65,0.966
2015,-10.0,-60,0.769
2015,-10.0,-35,0.672
2015,-10.0,-30,0.855
2015,-10.0,-25,0.951
2015,-10.0,-20,0.744
2015,-10.0,55,0.984
2015,-10.0,60,1.076
2015,-10.0,65,0.925
2015,-10.0,70,0.984
2015,-10.0,75,1.323
2015,-10.0,80,0.867
2015,-10.0,85,0.589
2015,-10.0,90,0.862
2015,-10.0,95,0.826
2015,-10.0,100,0.717
2015,-10.0,105,0.626
2015,-10.0,110,0.609
2015,-10.0,115,0.766
2015,-10.0,120,0.605
2015,-10.0,125,0.897
2015,-10.0,130,0.939
2015,-10.0,135,0.726
2015,-10.0,140,0.903
2015,-10.0,145,0.67
2015,-10.0,150,0.625
2015,-10.0,155,0.897
2015,-10.0,160,0.969
2015,-10.0,165,1.027
2015,-10.0,170,0.782
2015,-10.0,175,0.861
2015,-10.0,180,0.779
2015,-7.5,-180,1.016
2015,-7.5,-175,0.87
2015,-7.5,-170,0.926
2015,-7.5,-165,1.115
2015,-7.5,-160,1.251
2015,-7.5,-155,1.407
2015,-7.5,-150,1.394
2015,-7.5,-145,1.42
2015,-7.5,-140,1.303
2015,-7.5,-135,1.188
2015,-7.5,-130,1.277
2015,-7.5,-125,1.292
2015,-7.5,-120,1.322
2015,-7.5,-115,1.14
2015,-7.5,-110,1.245
2015,-7.5,-105,1.272
2015,-7.5,-100,0.469
2015,-7.5,-95,0.93
2015,-7.5,-90,0.83
2015,-7.5,-85,0.845
2015,-7.5,-80,0.728
2015,-7.5,-75,0.893
2015,-7.5,-70,0.681
2015,-7.5,-65,0.704
2015,-7.5,-60,0.9
2015,-7.5,-35,0.785
2015,-7.5,-30,1.067
2015,-7.5,-25,0.496
2015,-7.5,-20,0.549
2015,-7.5,55,1.24
2015,-7.5,60,1.03
2015,-7.5,65,0.977
2015,-7.5,70,1.021
2015,-7.5,75,0.934
2015,-7.5,80,0.827
2015,-7.5,85,0.927
2015,-7.5,90,0.795
2015,-7.5,95,1.063
2015,-7.5,100,1.072
2015,-7.5,105,0.852
2015,-7.5,110,0.911
2015,-7.5,115,0.91
2015,-7.5,120,0.991
2015,-7.5,125,1.236
2015,-7.5,130,0.958
2015,-7.5,135,1.268
2015,-7.5,140,1.212
2015,-7.5,145,1.158
2015,-7.5,150,0.869
2015,-7.5,155,0.999
2015,-7.5,160,0.902
2015,-7.5,165,0.657
2015,-7.5,170,0.777
2015,-7.5,175,0.918
2015,-7.5,180,0.72
2015,-5.0,-180,0.752
2015,-5.0,-175,0.608
2015,-5.0,-170,0.821
2015,-5.0,-165,1.475
2015,-5.0,-160,1.228
2015,-5.0,-155,1.361
2015,-5.0,-150,1.325
2015,-5.0,-145,1.259
2015,-5.0,-140,1.484
2015,-5.0,-135,1.605
2015,-5.0,-130,1.509
2015,-5.0,-125,1.254
2015,-5.0,-120,1.657
2015,-5.0,-115,1.509
2015,-5.0,-110,1.29
2015,-5.0,-105,1.242
2015,-5.0,-100,1.047
2015,-5.0,-95,0.905
2015,-5.0,-90,0.751
2015,-5.0,-85,0.856
2015,-5.0,-80,0.817
2015,-5.0,-75,0.755
2015,-5.0,-70,1.031
2015,-5.0,-65,0.996
2015,-5.0,-60,1.004
2015,-5.0,-35,0.895
2015,-5.0,-30,0.658
2015,-5.0,-25,0.911
2015,-5.0,-20,0.977
2015,-5.0,55,1.093
2015,-5.0,60,1.263
2015,-5.0,65,1.177
2015,-5.0,70,1.224
2015,-5.0,75,1.168
2015,-5.0,80,1.091
2015,-5.0,85,0.74
2015,-5.0,90,0.809
2015,-5.0,95,0.951
2015,-5.0,100,0.73
2015,-5.0,105,0.724
2015,-5.0,110,0.899
2015,-5.0,115,1.249
2015,-5.0,120,1.268
2015,-5.0,125,1.132
2015,-5.0,130,1.018
2015,-5.0,135,1.16
2015,-5.0,140,1.203
2015,-5.0,145,1.158
2015,-5.0,150,1.304
2015,-5.0,155,0.966
2015,-5.0,160,0.774
2015,-5.0,165,1.043
2015,-5.0,170,0.658
2015,-5.0,175,0.798
2015,-5.0,180,0.769
2015,-2.5,-180,0.717
2015,-2.5,-175,0.924
2015,-2.5,-170,1.064
2015,-2.5,-165,1.455
2015,-2.5,-160,1.552
2015,-2.5,-155,1.611
2015,-2.5,-150,1.374
2015,-2.5,-145,1.829
2015,-2.5,-140,1.38
2015,-2.5,-135,1.4
2015,-2.5,-130,1.326
2015,-2.5,-125,1.514
2015,-2.5,-120,1.388
2015,-2.5,-115,1.42
2015,-2.5,-110,1.401
2015,-2.5,-105,1.398
2015,-2.5,-100,0.976
2015,-2.5,-95,0.884
2015,-2.5,-90,0.891
2015,-2.5,-85,1.113
2015,-2.5,-80,0.908
2015,-2.5,-75,1.009
2015,-2.5,-70,0.818
2015,-2.5,-65,0.885
2015,-2.5,-60,0.767
2015,-2.5,-35,1.067
2015,-2.5,-30,0.926
2015,-2.5,-25,1.008
2015,-2.5,-20,1.156
2015,-2.5,55,1.322
2015,-2.5,60,1.065
2015,-2.5,65,1.132
2015,-2.5,70,1.345
2015,-2.5,75,1.19
2015,-2.5,80,0.936
2015,-2.5,85,1.033
2015,-2.5,90,1.257
2015,-2.5,95,0.919
2015,-2.5,100,1.217
2015,-2.5,105,0.658
2015,-2.5,110,0.974
2015,-2.5,115,1.142
2015,-2.5,120,1.112
2015,-2.5,125,1.29
2015,-2.5,130,1.16
2015,-2.5,135,0.888
2015,-2.5,140,0.954
2015,-2.5,145,1.3
2015,-2.5,150,0.946
2015,-2.5,155,1.304
2015,-2.5,160,0.971
2015,-2.5,165,0.926
2015,-2.5,170,0.94
2015,-2.5,175,1.029
2015,-2.5,180,0.775
2015,0.0,-180,1.031
2015,0.0,-175,0.854
2015,0.0,-170,1.05
2015,0.0,-165,1.602
2015,0.0,-160,1.53
2015,0.0,-155,1.596
2015,0.0,-150,1.4
2015,0.0,-145,1.496
2015,0.0,-140,1.469
2015,0.0,-135,1.459
2015,0.0,-130,1.385
2015,0.0,-125,1.44
2015,0.0,-120,1.338
2015,0.0,-115,1.251
2015,0.0,-110,1.4
2015,0.0,-105,1.599
2015,0.0,-100,1.06
2015,0.0,-95,0.837
2015,0.0,-90,0.964
2015,0.0,-85,1.129
2015,0.0,-80,0.958
2015,0.0,-75,0.812
2015,0.0,-70,1.364
2015,0.0,-65,1.0
2015,0.0,-60,0.85
2015,0.0,-35,1.173
2015,0.0,-30,0.99
2015,0.0,-25,0.716
2015,0.0,-20,1.076
2015,0.0,55,1.531
2015,0.0,60,1.49
2015,0.0,65,1.301
2015,0.0,70,1.477
2015,0.0,75,1.645
2015,0.0,80,0.867
2015,0.0,85,1.108
2015,0.0,90,1.323
2015,0.0,95,1.123
2015,0.0,100,0.912
2015,0.0,105,1.061
2015,0.0,110,1.23
2015,0.0,115,1.113
2015,0.0,120,1.26
2015,0.0,125,1.228
2015,0.0,130,1.17
2015,0.0,135,1.301
2015,0.0,140,1.25
2015,0.0,145,1.362
2015,0.0,150,1.436
2015,0.0,155,1.074
2015,0.0,160,1.035
2015,0.0,165,1.017
2015,0.0,170,1.056
2015,0.0,175,1.023
2015,0.0,180,0.878
2015,2.5,-180,1.17
2015,2.5,-175,1.234
2015,2.5,-170,1.034
2015,2.5,-165,1.522
2015,2.5,-160,1.451
2015,2.5,-155,1.577
2015,2.5,-150,1.065
2015,2.5,-145,1.431
2015,2.5,-140,1.346
2015,2.5,-135,1.454
2015,2.5,-130,1.596
2015,2.5,-125,1.435
2015,2.5,-120,1.378
2015,2.5,-115,1.221
2015,2.5,-110,1.415
2015,2.5,-105,1.533
2015,2.5,-100,0.826
2015,2.5,-95,0.651
2015,2.5,-90,1.293
2015,2.5,-85,1.002
2015,2.5,-80,0.919
2015,2.5,-75,1.16
2015,2.5,-70,0.973
2015,2.5,-65,1.152
2015,2.5,-60,1.139
2015,2.5,-35,0.804
2015,2.5,-30,0.829
2015,2.5,-25,1.085
2015,2.5,-20,0.994
2015,2.5,55,1.484
2015,2.5,60,1.275
2015,2.5,65,1.031
2015,2.5,70,1.224
2015,2.5,75,1.295
2015,2.5,80,0.83
2015,2.5,85,1.039
2015,2.5,90,0.816
2015,2.5,95,0.956
2015,2.5,100,0.918
2015,2.5,105,1.044
2015,2.5,110,0.95
2015,2.5,115,1.162
2015,2.5,120,1.071
2015,2.5,125,1.197
2015,2.5,130,1.153
2015,2.5,135,1.061
2015,2.5,140,1.216
2015,2.5,145,1.246
2015,2.5,150,1.141
2015,2.5,155,1.332
2015,2.5,160,0.991
2015,2.5,165,0.759
2015,2.5,170,1.152
2015,2.5,175,1.067
2015,2.5,180,1.102
2015,5.0,-180,0.939
2015,5.0,-175,0.528
2015,5.0,-170,1.042
2015,5.0,-165,1.368
2015,5.0,-160,1.412
2015,5.0,-155,1.44
2015,5.0,-150,1.649
2015,5.0,-145,1.277
2015,5.0,-140,1.281
2015,5.0,-135,1.231
2015,5.0,-130,1.198
2015,5.0,-125,1.201
2015,5.0,-120,1.081
2015,5.0,-115,1.423
2015,5.0,-110,1.657
2015,5.0,-105,1.666
2015,5.0,-100,0.751
2015,5.0,-95,0.838
2015,5.0,-90,1.064
2015,5.0,-85,0.943
2015,5.0,-80,0.899
2015,5.0,-75,0.84
2015,5.0,-70,1.055
2015,5.0,-65,0.718
2015,5.0,-60,0.951
2015,5.0,-35,0.798
2015,5.0,-30,0.892
2015,5.0,-25,0.64
2015,5.0,-20,0.97
2015,5.0,55,1.293
2015,5.0,60,1.208
2015,5.0,65,1.371
2015,5.0,70,1.267
2015,5.0,75,1.347
2015,5.0,80,0.946
2015,5.0,85,0.873
2015,5.0,90,0.89
2015,5.0,95,0.869
2015,5.0,100,0.686
2015,5.0,105,0.728
2015,5.0,110,0.99
2015,5.0,115,0.93
2015,5.0,120,1.058
2015,5.0,125,0.961
2015,5.0,130,1.05
2015,5.0,135,1.095
2015,5.0,140,1.058
2015,5.0,145,0.904
2015,5.0,150,1.091
2015,5.0,155,0.975
2015,5.0,160,0.783
2015,5.0,165,0.99
2015,5.0,170,1.022
2015,5.0,175,0.682
2015,5.0,180,1.114
2015,7.5,-180,0.729
2015,7.5,-175,0.715
2015,7.5,-170,0.672
2015,7.5,-165,1.294
2015,7.5,-160,1.583
2015,7.5,-155,1.054
2015,7.5,-150,0.977
2015,7.5,-145,1.326
2015,7.5,-140,1.371
2015,7.5,-135,1.293
2015,7.5,-130,1.375
2015,7.5,-125,1.116
2015,7.5,-120,1.144
2015,7.5,-115,1.304
2015,7.5,-110,1.549
2015,7.5,-105,1.369
2015,7.5,-100,0.896
2015,7.5,-95,0.644
2015,7.5,-90,0.869
2015,7.5,-85,0.628
2015,7.5,-80,1.071
2015,7.5,-75,0.654
2015,7.5,-70,0.686
2015,7.5,-65,0.584
2015,7.5,-60,0.818
2015,7.5,-35,0.936
2015,7.5,-30,0.619
2015,7.5,-25,0.698
2015,7.5,-20,0.823
2015,7.5,55,1.207
2015,7.5,60,1.259
2015,7.5,65,1.247
2015,7.5,70,0.872
2015,7.5,75,1.024
2015,7.5,80,0.67
2015,7.5,85,0.796
2015,7.5,90,0.808
2015,7.5,95,0.6
2015,7.5,100,0.739
2015,7.5,105,0.892
2015,7.5,110,0.711
2015,7.5,115,1.015
2015,7.5,120,1.3
2015,7.5,125,1.344
2015,7.5,130,0.721
2015,7.5,135,1.062
2015,7.5,140,1.483
2015,7.5,145,1.117
2015,7.5,150,1.048
2015,7.5,155,1.242
2015,7.5,160,0.838
2015,7.5,165,0.912
2015,7.5,170,0.774
2015,7.5,175,0.836
2015,7.5,180,0.869
2015,10.0,-180,0.862
2015,10.0,-175,0.667
2015,10.0,-170,0.663
2015,10.0,-165,0.443
2015,10.0,-160,0.674
2015,10.0,-155,0.875
2015,10.0,-150,0.802
2015,10.0,-145,0.583
2015,10.0,-140,0.447
2015,10.0,-135,0.711
2015,10.0,-130,0.871
2015,10.0,-125,0.66
2015,10.0,-120,0.515
2015,10.0,-115,0.644
2015,10.0,-110,0.781
2015,10.0,-105,0.919
2015,10.0,-100,0.694
2015,10.0,-95,0.89
2015,10.0,-90,0.874
2015,10.0,-85,0.556
2015,10.0,-80,0.92
2015,10.0,-75,0.776
2015,10.0,-70,0.551
2015,10.0,-65,0.996
2015,10.0,-60,0.713
2015,10.0,-55,0.441
2015,10.0,-50,0.626
2015,10.0,-45,0.589
2015,10.0,-40,0.63
2015,10.0,-35,0.665
2015,10.0,-30,0.694
2015,10.0,-25,0.688
2015,10.0,-20,0.718
2015,10.0,55,0.945
2015,10.0,60,1.313
2015,10.0,65,1.114
2015,10.0,70,1.132
2015,10.0,75,1.078
2015,10.0,80,0.64
2015,10.0,85,0.782
2015,10.0,90,0.503
2015,10.0,95,0.491
2015,10.0,100,0.622
2015,10.0,105,0.761
2015,10.0,110,0.497
2015,10.0,115,0.751
2015,10.0,120,0.583
2015,10.0,125,0.603
2015,10.0,130,0.927
2015,10.0,135,0.738
2015,10.0,140,0.597
2015,10.0,145,0.76
2015,10.0,150,0.512
2015,10.0,155,0.789
2015,10.0,160,0.898
2015,10.0,165,0.831
2015,10.0,170,1.056
2015,10.0,175,0.441
2015,10.0,180,0.751
2015,12.5,-180,0.457
2015,12.5,-175,0.633
2015,12.5,-170,0.659
2015,12.5,-165,1.001
2015,12.5,-160,0.65
2015,12.5,-155,0.647
2015,12.5,-150,0.81
2015,12.5,-145,0.651
2015,12.5,-140,0.934
2015,12.5,-135,0.759
2015,12.5,-130,0.783
2015,12.5,-125,0.379
2015,12.5,-120,0.957
2015,12.5,-115,0.56
2015,12.5,-110,0.657
2015,12.5,-105,0.561
2015,12.5,-100,0.505
2015,12.5,-95,0.479
2015,12.5,-90,0.674
2015,12.5,-85,0.763
2015,12.5,-80,1.023
2015,12.5,-75,1.218
2015,12.5,-70,1.154
2015,12.5,-65,1.124
2015,12.5,-60,0.525
2015,12.5,-55,0.421
2015,12.5,-50,0.815
2015,12.5,-45,0.592
2015,12.5,-40,0.646
2015,12.5,-35,0.629
2015,12.5,-30,0.76
2015,12.5,-25,0.935
2015,12.5,-20,0.878
2015,12.5,55,1.038
2015,12.5,60,1.032
2015,12.5,140,0.792
2015,12.5,145,0.421
2015,12.5,150,0.729
2015,12.5,155,0.486
2015,12.5,160,0.488
2015,12.5,165,0.551
2015,12.5,170,0.688
